Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,PU,Duration,% Reune,Indexador,Data
EBENA3,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),20/12/2026,"DI + 1,38%",0.7771,0.6533,0.7072,0.0057,1053.872157,246.82,,DI +,2024-11-11
EBENA4,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**),25/05/2027,"DI + 1,2%",0.6993,0.5979,0.6372,0.0174,1061.872194,330.82,0.1,DI +,2024-11-11
EBENA5,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),15/09/2028,"DI + 1,25%",0.6912,0.4408,0.5492,0.0613,1035.023097,595.18,,DI +,2024-11-11
EBENA7,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*),20/06/2028,"DI + 0,68%",0.7,0.2358,0.5025,0.0888,1046.531836,631.57,,DI +,2024-11-11
ECOS15,EMPRESA CONCESSINÁRIA DE RODOVIAS DO SUL S.A. - ECOSUL (*) (**),15/05/2025,"DI + 2,2%",2.0766,1.6409,1.9898,0.0275,1064.187073,124,,DI +,2024-11-11
ECOV15,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*) (**),28/03/2025,DI + 2%,1.3559,0.7277,1.016,0.0451,1018.182026,93,,DI +,2024-11-11
ECRD13,ECORIOMINAS CONCESSIONARIA DE RODOVIAS S.A. (*) (**),11/03/2025,"DI + 0,4%",0.55,0.3514,0.4511,0.0033,1061.368742,80,,DI +,2024-11-11
EDVP18,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,22/08/2027,"DI + 1,6%",--,--,1.0233,0.0999,1038.153003,492.01,,DI +,2024-11-11
EEEL19,CPFL TRANSMISSAO S.A (*) (**),12/12/2026,"DI + 1,2%",--,--,0.6195,0.0196,1059.873538,449.96,,DI +,2024-11-11
EEEL28,CPFL TRANSMISSAO S.A (*),25/05/2029,"DI + 1,47%",1.0059,0.7442,0.8726,0.0182,1074.405404,760.54,,DI +,2024-11-11
EESG13,ENVIRONMENTAL ESG PARTICIPACOES S.A. (*) (**),25/06/2029,"DI + 2,75%",3.1978,2.5589,2.8694,0.0618,1046.806023,683.47,0.35,DI +,2024-11-11
EGIED1,ENGIE BRASIL ENERGIA S.A. (*),15/11/2028,DI + 1%,--,--,0.6852,0.1295,1065.803973,685.43,,DI +,2024-11-11
EKTR19,ELEKTRO REDES S.A. (*) (**),10/05/2026,"DI + 1,6%",0.9985,0.4096,0.6929,0.2237,1008.397501,235.24,,DI +,2024-11-11
EKTR29,ELEKTRO REDES S.A. (*) (**),10/05/2028,"DI + 1,79%",1.2795,0.8423,1.0251,0.1939,1019.028206,630.49,,DI +,2024-11-11
EKTRA0,ELEKTRO REDES S.A. (*) (**),15/10/2026,"DI + 1,29%",0.9501,0.5569,0.7549,0.083,1017.955689,436.09,,DI +,2024-11-11
EKTRA1,ELEKTRO REDES S.A. (*) (**),15/07/2027,"DI + 1,28%",0.85,0.4375,0.7176,0.1573,1051.687228,559.99,,DI +,2024-11-11
EKTRA3,ELEKTRO REDES S.A. (*),15/04/2031,"DI + 0,98%",0.9638,0.6841,0.8372,0.0746,1014.416971,1053.59,,DI +,2024-11-11
EKTRB0,ELEKTRO REDES S.A. (*),15/10/2028,"DI + 1,44%",0.8486,0.45,0.6292,0.0435,1031.554251,702.1,,DI +,2024-11-11
ELET13,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,15/04/2026,"DI + 1,8%",0.5187,0.2505,0.3759,0.0709,1027.969655,332.37,,DI +,2024-11-11
ELET15,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/04/2029,"DI + 0,85%",0.7857,0.4472,0.6231,0.0571,1016.127718,861.42,,DI +,2024-11-11
ELET24,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/09/2028,"DI + 1,55%",0.8514,0.7217,0.7868,0.0105,1039.645863,681.37,0.1,DI +,2024-11-11
ELET25,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),15/04/2031,DI + 1%,0.9,0.549,0.7377,0.0644,1020.098375,1114.32,0.05,DI +,2024-11-11
ELET32,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*) (**),25/04/2026,"DI + 1,2%",0.978,0.6091,0.7777,0.0365,1063.533198,322.72,,DI +,2024-11-11
ELFA12,ELFA MEDICAMENTOS SA (*),13/12/2028,"DI + 2,8%",31.928,19.7915,27.6429,2.237,660.820373,474.6,,DI +,2024-11-11
ELPLA4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*) (**),15/05/2025,"DI + 0,8%",0.8638,0.5084,0.682,0.0769,528.160792,117.46,,DI +,2024-11-11
ELTN16,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),15/09/2031,"DI + 0,85%",1.1,0.7461,0.9522,0.0484,1006.281106,1157.18,0.5,DI +,2024-11-11
ENAT21,ENAUTA PARTICIPACOES S.A. (*),15/12/2027,"DI + 4,25%",2.0694,1.7824,1.9214,0.0657,1111.156996,520.68,,DI +,2024-11-11
ENERC3,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,04/09/2029,"DI + 0,8%",0.9226,0.6,0.7763,0.0371,1019.648008,907.95,0.1,DI +,2024-11-11
ENEV38,ENEVA S.A. (*),15/07/2029,"DI + 1,7%",0.9278,0.6386,0.7771,0.0705,1070.332012,791.32,,DI +,2024-11-11
ENEV48,ENEVA S.A. (*),15/07/2032,DI + 2%,1.0406,0.75,0.8994,0.0406,1090.772231,1087.3,,DI +,2024-11-11
ENEVC0,ENEVA S.A. (*),15/04/2029,DI + 1%,0.8799,0.57,0.7053,0.0868,1018.543866,859.44,0.05,DI +,2024-11-11
ENEVD0,ENEVA S.A. (*),15/04/2031,"DI + 1,15%",0.9903,0.7,0.8213,0.0559,1022.330872,1051.24,,DI +,2024-11-11
ENGIA3,ENERGISA S/A,25/08/2025,"DI + 2,3%",0.5101,0.2581,0.3448,0.2002,347.376078,187.28,,DI +,2024-11-11
ENGIA7,ENERGISA S/A,20/10/2027,"DI + 1,5%",0.6172,0.2333,0.4596,0.0972,1029.059967,531.44,,DI +,2024-11-11
ENGIA8,ENERGISA S/A,20/06/2026,"DI + 1,6%",0.6342,0.1899,0.4612,0.1156,1209.263061,401,,DI +,2024-11-11
ENGIB1,ENERGISA S/A,04/09/2029,"DI + 0,8%",0.8622,0.6,0.7258,0.0194,1021.491412,908.26,0.1,DI +,2024-11-11
ENGIB5,ENERGISA S/A,15/10/2026,"DI + 1,64%",1.2661,0.9389,0.9764,0.3952,1020.40257,435.05,,DI +,2024-11-11
ENGIB7,ENERGISA S/A,20/10/2029,"DI + 1,65%",0.7082,0.437,0.5553,0.2539,1044.69239,856.68,,DI +,2024-11-11
ENGIB8,ENERGISA S/A,20/06/2028,"DI + 2,1%",0.7,0.2821,0.5172,0.1193,1096.483711,700.82,0.05,DI +,2024-11-11
ENGIC5,ENERGISA S/A,15/10/2028,"DI + 1,8%",0.772,0.5,0.6246,0.0652,1045.894647,780.24,,DI +,2024-11-11
ENGIC6,ENERGISA S/A,15/04/2027,"DI + 1,5%",0.65,0.2545,0.449,0.0539,1031.115085,529.52,,DI +,2024-11-11
ENGIC9,ENERGISA S/A,15/09/2028,"DI + 1,45%",0.7404,0.4116,0.5588,0.0777,1046.099172,764.41,,DI +,2024-11-11
ENMTA2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,25/08/2025,"DI + 2,3%",0.5136,0.2741,0.3896,0.0957,347.26086,187.28,,DI +,2024-11-11
ENMTA8,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2029,"DI + 0,75%",0.85,0.4505,0.6534,0.1423,1011.5778,862.35,,DI +,2024-11-11
ENMTB0,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,04/09/2029,"DI + 0,8%",0.9,0.6,0.7467,0.0042,1020.727905,908.13,0.1,DI +,2024-11-11
EQMA19,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*) (**),15/05/2028,"DI + 1,4%",0.8374,0.5869,0.7033,0.0817,1073.826765,512.27,,DI +,2024-11-11
EQMAA1,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),15/05/2030,"DI + 0,95%",1.0623,0.6958,0.8757,0.0215,1055.909186,827.52,,DI +,2024-11-11
EQPA17,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*),05/08/2030,"DI + 0,95%",1.041,0.7191,0.8819,0.0277,1031.601779,879.8,,DI +,2024-11-11
EQTL15,EQUATORIAL ENERGIA S.A (*) (**),15/12/2026,"DI + 1,55%",1.1578,0.8924,0.9743,0.0862,1057.506672,350.95,,DI +,2024-11-11
EQTL25,EQUATORIAL ENERGIA S.A (*),15/12/2028,"DI + 1,7%",1.1435,0.8514,0.9997,0.0422,1070.059411,697.79,0.1,DI +,2024-11-11
ERDVA1,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),22/08/2027,"DI + 1,6%",0.9519,0.7,0.82,0.0576,1045.166867,583.9,,DI +,2024-11-11
ERDVA2,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),20/06/2026,"DI + 2,65%",1.2734,0.9524,1.0815,0.1789,1075.289961,353.66,,DI +,2024-11-11
ERDVA3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2028,"DI + 1,85%",1.0358,0.8055,0.9139,0.1658,1035.198889,698.5,,DI +,2024-11-11
ERDVB3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),15/10/2030,"DI + 2,35%",1.2894,1.0644,1.1659,0.0499,1052.427617,906.85,,DI +,2024-11-11
ESCEA2,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*) (**),25/05/2027,"DI + 1,2%",0.65,0.3583,0.5032,0.0131,1063.731862,331.05,,DI +,2024-11-11
ESCEA3,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*),19/02/2028,"DI + 0,9%",0.9931,0.6902,0.844,0.055,1027.72127,583.55,,DI +,2024-11-11
ESSDA2,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,04/09/2029,"DI + 0,8%",0.9,0.6,0.75,0.0002,1020.607429,908.11,0.1,DI +,2024-11-11
ESULA4,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,25/08/2025,"DI + 2,3%",0.4839,0.2347,0.3819,0.2508,347.280656,187.28,,DI +,2024-11-11
EUFA15,EUROFARMA LABORATÓRIOS S/A (*) (**),15/11/2027,"DI + 1,25%",0.9,0.3286,0.6419,0.269,1073.531148,605.67,,DI +,2024-11-11
EUFA17,EUROFARMA LABORATÓRIOS S/A (*) (**),18/03/2031,"DI + 1,3%",1.3182,0.9997,1.1678,0.0501,1022.476975,964.04,,DI +,2024-11-11
EUFA18,EUROFARMA LABORATÓRIOS S/A (*) (**),11/09/2028,"DI + 0,93%",0.9997,0.7463,0.8676,0.0214,1020.922146,764.54,,DI +,2024-11-11
FLCLB1,ENERGISA M.GERAIS DITRIB.DE ENERGIA S/A (*) (**),10/06/2026,"DI + 0,83%",0.5599,0.1872,0.3772,0.0747,1054.88824,351.16,,DI +,2024-11-11
FLRY15,FLEURY S/A (*) (**),16/12/2024,"DI + 0,9%",0.6034,0.2484,0.3876,0.0481,1046.855806,23,0.05,DI +,2024-11-11
FLRY17,FLEURY S/A (*),22/04/2027,"DI + 1,35%",--,--,--,--,N/D,N/D,,DI +,2024-11-11
FLRY19,FLEURY S/A (*),17/05/2029,"DI + 0,55%",0.6591,0.4888,0.583,0.0186,1049.448769,768.4,,DI +,2024-11-11
FLRY25,FLEURY S/A (*),16/12/2027,"DI + 1,2%",0.6517,0.4387,0.5522,0.0148,1059.589313,444.78,,DI +,2024-11-11
FLRY27,FLEURY S/A (*),22/04/2029,"DI + 1,55%",0.7519,0.3352,0.5506,0.1977,1040.955397,859.18,,DI +,2024-11-11
FLRY29,FLEURY S/A (*),17/05/2031,"DI + 0,67%",--,--,0.7124,0.0168,1049.285356,1026.02,,DI +,2024-11-11
GGBRA7,GERDAU S/A (*),29/05/2029,"DI + 0,6%",0.697,0.4666,0.5884,0.0159,1050.713368,846.13,0.35,DI +,2024-11-11
GRRB14,AGUAS GUARIROBA S/A (*) (**),15/07/2026,"DI + 0,8%",0.9,0.5025,0.7167,0.0336,10380.100607,267.33,,DI +,2024-11-11
GSHC15,GSH CORP PARTICIPACOES S.A. (*),22/04/2029,"DI + 1,7%",1.4109,1.1042,1.2478,0.1273,1019.097433,697.6,,DI +,2024-11-11
GSTS13,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*) (**),30/03/2026,"DI + 2,55%",2.1,1.7015,1.9075,0.0175,680.305094,207.45,,DI +,2024-11-11
GUAR15,GUARARAPES CONFECCOES S/A (*) (**),10/05/2027,"DI + 2,45%",1.5826,1.2817,1.4367,0.0297,407.301966,337.52,0.35,DI +,2024-11-11
GUAR16,GUARARAPES CONFECCOES S/A (*),25/10/2027,"DI + 2,35%",1.6774,1.3584,1.5256,0.0574,1019.478053,431.43,0.35,DI +,2024-11-11
HAPV12,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*) (**),30/04/2027,"DI + 1,45%",1.0601,0.9022,0.989,0.0121,1011.740933,441.02,,DI +,2024-11-11
HAPV13,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),10/05/2029,"DI + 1,6%",1.2765,1.061,1.1672,0.0312,1013.506196,792.78,0.35,DI +,2024-11-11
HAPV15,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),27/01/2030,"DI + 1,75%",1.4453,1.1954,1.3082,0.0281,1062.882169,919.94,,DI +,2024-11-11
HAPV17,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),10/05/2031,"DI + 1,6%",1.4312,1.2328,1.3269,0.0115,1010.652524,993.24,,DI +,2024-11-11
HAPV22,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*),30/04/2029,"DI + 1,65%",1.2782,1.0294,1.1402,0.0236,1019.618313,785.88,0.1,DI +,2024-11-11
HBSA12,HIDROVIAS DO BRASIL S.A. (*),20/07/2027,"DI + 2,15%",1.7013,1.3194,1.4989,0.0229,1051.635129,466.07,,DI +,2024-11-11
HBSA22,HIDROVIAS DO BRASIL S.A. (*),20/07/2029,"DI + 2,4%",1.9203,1.5512,1.7515,0.0692,1058.772263,707.58,,DI +,2024-11-11
HSPA12,HOSPITAL ANCHIETA S.A. (*),15/09/2027,"DI + 2,1%",11.9776,6.8553,9.7029,0.4478,884.444517,493.8,,DI +,2024-11-11
HYPEA4,HYPERA S/A (*),14/12/2027,"DI + 1,35%",0.8292,0.3419,0.598,0.0996,1065.539291,537.18,,DI +,2024-11-11
HYPEA5,HYPERA S/A (*),25/04/2028,"DI + 2,2%",1.2801,0.9823,1.1299,0.0342,1031.679824,618.38,,DI +,2024-11-11
HYPEA7,HYPERA S/A (*),15/12/2028,"DI + 1,3%",0.9262,0.7059,0.8048,0.0486,1062.482722,702,,DI +,2024-11-11
HYPEA8,HYPERA S/A (*),03/05/2029,"DI + 0,85%",0.927,0.7356,0.8231,0.0159,1003.058719,795.77,0.4,DI +,2024-11-11
HZTC24,ORIZON MEIO AMBIENTE S.A. (*) (**),15/11/2031,"DI + 3,8%",2.95,2.5501,2.7506,0.0044,1047.982972,828.6,,DI +,2024-11-11
IGSN14,IGUA SANEAMENTO S.A (*) (**),15/05/2026,"DI + 3,5%",1.7493,1.2014,1.4986,0.0038,393.776096,182.45,,DI +,2024-11-11
IGTAA0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,28/09/2025,"DI + 2,15%",0.3231,0.2,0.2588,0.0258,1030.810426,212.14,,DI +,2024-11-11
IGTAA3,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*) (**),20/09/2030,"DI + 0,45%",--,--,0.6293,0.0239,1006.904994,987.73,,DI +,2024-11-11
IGTAB0,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,28/09/2027,"DI + 2,45%",0.5947,0.3447,0.4579,0.0378,1056.407366,513.51,,DI +,2024-11-11
IGTAB1,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A (*),24/06/2028,"DI + 1,63%",0.6478,0.4287,0.536,0.0223,1075.600621,626.27,,DI +,2024-11-11
INEL12,INSPIRALI EDUCACAO S/A (*),15/05/2029,"DI + 1,65%",1.75,1.3558,1.5748,0.0344,1058.438432,673.19,,DI +,2024-11-11
IOCHA2,IOCHPE-MAXION S/A (*),15/09/2028,DI + 2%,1.6001,1.1414,1.3549,0.0962,1026.865697,690.06,,DI +,2024-11-11
IOCHA3,IOCHPE-MAXION S/A (*) (**),02/04/2030,"DI + 1,6%",1.4897,1.25,1.3837,0.0643,1020.311097,835.79,,DI +,2024-11-11
ITSA13,ITAUSA S/A (*) (**),15/12/2030,"DI + 2,4%",1.9738,1.1717,1.5942,0.0032,1082.416318,887.68,0.35,DI +,2024-11-11
ITSA16,ITAUSA S/A (*) (**),13/12/2031,"DI + 1,37%",1.0053,0.804,0.9247,0.0999,1131.641888,999.67,,DI +,2024-11-11
ITSA17,ITAUSA S/A (*),25/07/2034,"DI + 0,88%",0.9286,0.6877,0.7987,0.056,1034.77127,1352.02,,DI +,2024-11-11
ITSA24,ITAUSA S/A (*),15/06/2031,DI + 2%,1.3885,1,1.1673,0.0927,1084.133751,955.36,0.35,DI +,2024-11-11
JHSFA1,JHSF PARTICIPAÇÕES S/A,21/01/2027,"DI + 2,75%",2.1997,1.817,2.0179,0.0817,1015.44398,270.01,,DI +,2024-11-11
JHSFA3,JHSF PARTICIPAÇÕES S/A (*),20/12/2027,"DI + 2,2%",2.5,1.9877,2.2907,0.2371,1005.763329,456.8,,DI +,2024-11-11
JSLGA5,JSL S/A (*),20/10/2028,"DI + 2,7%",2.7,2.3756,2.5242,0.033,1011.83423,606.11,,DI +,2024-11-11
JSMLA5,SIMPAR S.A. (*),15/01/2031,"DI + 3,5%",4.4482,3.1983,3.8075,0.388,1035.660787,874.02,0.15,DI +,2024-11-11
JSMLB3,SIMPAR S.A. (*),20/05/2026,"DI + 2,2%",1.79,1.057,1.4139,0.1134,1068.979244,226.86,,DI +,2024-11-11
KLAS12,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S/A (*) (**),16/08/2026,"DI + 2,8%",2.8531,2.0017,2.4444,0.0195,827.838189,233.1,,DI +,2024-11-11
KRSA11,KORA SAUDE PARTICIPACOES S.A. (*),03/05/2027,"DI + 1,95%",13.7204,9.8123,13.3705,0.7266,834.451199,430.32,,DI +,2024-11-11
LCAMB2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),20/05/2028,DI + 2%,1.7419,1.4288,1.5878,0.0505,1070.792741,598.11,,DI +,2024-11-11
LCAMB4,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*) (**),10/05/2027,"DI + 1,85%",1.5614,1.2929,1.4279,0.052,1008.989119,543.21,0.35,DI +,2024-11-11
LCAMC2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),20/05/2031,"DI + 2,4%",1.9169,1.6415,1.7561,0.0593,1087.447016,926.53,0.4,DI +,2024-11-11
LCAMC3,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*) (**),15/04/2027,"DI + 1,85%",1.5914,1.4088,1.4828,0.0563,1016.740294,527.18,,DI +,2024-11-11
LCAMD2,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),10/11/2026,"DI + 1,75%",1.556,1.3722,1.4574,0.0388,1005.170107,451.31,,DI +,2024-11-11
LMTI15,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A.,28/05/2025,"DI + 2,6%",1.5219,1.1942,1.3805,0.0676,533.401751,125.42,,DI +,2024-11-11
LMTP16,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),25/09/2025,"DI + 1,49%",1.5697,1.2228,1.4147,0.0435,1015.971297,210.42,,DI +,2024-11-11
LMTP17,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),25/05/2026,"DI + 2,4%",1.732,1.5359,1.6183,0.0413,1070.901164,335.95,,DI +,2024-11-11
LMTP18,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*),10/12/2026,"DI + 1,93%",1.6733,1.3055,1.4995,0.0364,1061.155193,444.2,,DI +,2024-11-11
LMTP26,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*) (**),25/09/2027,"DI + 1,7%",1.7789,1.4029,1.6077,0.0749,1017.832252,604.85,0.4,DI +,2024-11-11
LOGGB1,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S/A (*),11/07/2027,"DI + 1,65%",1.5934,1.0536,1.3376,0.0728,1046.890685,462.65,,DI +,2024-11-11
LORTA8,LOCALIZA RENT A CAR (*),05/10/2026,"DI + 1,75%",1.5,1.1498,1.3389,0.0445,1018.84635,427.97,,DI +,2024-11-11
LORTA9,LOCALIZA RENT A CAR (*) (**),25/02/2027,"DI + 1,6%",1.525,1.2615,1.369,0.0247,1030.351494,495.35,0.35,DI +,2024-11-11
LORTB1,LOCALIZA RENT A CAR (*),15/07/2027,"DI + 1,6%",1.5252,1.2464,1.3844,0.0642,1044.763206,557.15,,DI +,2024-11-11
LORTB2,LOCALIZA RENT A CAR (*),05/12/2028,"DI + 1,87%",1.6985,1.4789,1.592,0.0548,1063.211687,761.63,0.1,DI +,2024-11-11
LORTB9,LOCALIZA RENT A CAR (*),25/02/2029,DI + 2%,1.7982,1.5284,1.609,0.0592,1039.409708,812.49,0.45,DI +,2024-11-11
LRENB1,LOJAS RENNER S/A (*) (**),18/02/2025,"DI + 1,6%",0.9316,0.5767,0.7087,0.0623,515.251654,67,,DI +,2024-11-11
LVTC12,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*) (**),15/06/2027,"DI + 2,3%",8.8808,4.5438,6.3313,0.1559,998.866978,337.67,,DI +,2024-11-11
MATD11,HOSPITAL MATER DEI S.A. (*),03/11/2028,"DI + 1,6%",1.1563,0.7657,0.9542,0.0156,1020.568512,712.3,0.45,DI +,2024-11-11
MATD12,HOSPITAL MATER DEI S.A. (*),15/05/2031,"DI + 0,95%",1.2566,0.9735,1.1098,0.0219,1043.498745,1017.9,,DI +,2024-11-11
MEAL14,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A. (*),11/10/2028,"DI + 4,2%",--,--,4.1434,0.2693,1013.05483,497.51,,DI +,2024-11-11
MGLUA0,MAGAZINE LUIZA S/A (*),15/10/2026,"DI + 1,25%",4.8255,4.0749,4.4754,0.1059,968.164899,328.04,0.35,DI +,2024-11-11
MILS26,MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*),18/03/2027,"DI + 2,95%",1.4486,1.0928,1.2769,0.0466,798.53902,273.55,,DI +,2024-11-11
MNLT11,MNLT S.A.,15/10/2026,"DI + 1,75%",1.0521,0.7,0.8785,0.0599,1024.095152,434.8,0.1,DI +,2024-11-11
MNRVA1,MINERVA S/A (*) (**),15/10/2026,"DI + 1,6%",1.7174,1.4282,1.5733,0.2161,1009.360054,434.89,0.05,DI +,2024-11-11
MOVI17,MOVIDA PARTICIPACOES S/A (*),15/09/2026,"DI + 2,7%",3.4313,2.9822,3.0966,0.2352,1015.738271,306.24,0.35,DI +,2024-11-11
MOVI19,MOVIDA PARTICIPACOES S/A (*) (**),15/09/2027,"DI + 2,95%",3.3996,2.3498,2.8327,0.3584,1023.212937,499.64,,DI +,2024-11-11
MOVI27,MOVIDA PARTICIPACOES S/A (*) (**),15/09/2029,"DI + 2,9%",4.2227,3.4819,3.734,0.4181,997.091625,732.49,,DI +,2024-11-11
MOVI34,MOVIDA PARTICIPACOES S/A (*) (**),27/07/2027,"DI + 2,05%",3.1927,1.565,2.4386,0.1612,1030.74906,368.87,,DI +,2024-11-11
MOVIA2,MOVIDA PARTICIPACOES S/A (*),15/10/2026,"DI + 2,1%",3.2651,1.7091,2.5056,0.2024,1004.073374,328.34,,DI +,2024-11-11
MOVIA3,MOVIDA PARTICIPACOES S/A (*),05/03/2027,"DI + 2,5%",3.4838,2.888,3.1563,0.242,1010.908838,496.26,0.35,DI +,2024-11-11
MRFGA1,MARFRIG GLOBAL FOODS S.A. (*) (**),11/11/2027,"DI + 1,55%",1.2389,0.9021,1.1117,0.1012,1009.389774,544.79,,DI +,2024-11-11
MRSL1A,MRS LOGÍSTICA S/A (*) (**),15/08/2026,"DI + 1,3%",0.9095,0.7354,0.8059,0.0328,10362.131617,396.15,,DI +,2024-11-11
MRVEA8,MRV ENGENHARIA E PARTICIPAÇÃO S/A (*) (**),24/08/2025,"DI + 2,4%",1.9707,1.5789,1.767,0.0486,1032.253336,187.18,0.15,DI +,2024-11-11
MRVEB2,MRV ENGENHARIA E PARTICIPAÇÃO S/A (*) (**),05/07/2025,"DI + 1,7%",1.988,1.529,1.758,0.0216,5213.628911,152.77,,DI +,2024-11-11
MTRO12,COMPANHIA DO METROPOLITANO DE SAO PAULO,25/04/2027,"DI + 4,5%",0.7742,0.4798,0.6251,0.0353,749.095207,277.19,,DI +,2024-11-11
MULPA0,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),15/10/2028,"DI + 1,3%",0.7691,0.5297,0.6612,0.0676,1024.334119,614.41,,DI +,2024-11-11
MULPB1,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),10/01/2028,"DI + 1,2%",0.7646,0.6221,0.6899,0.0004,1051.491315,555.28,,DI +,2024-11-11
MVLV19,MOVIDA LOCACAO DE VEICULOS S.A. (*),05/04/2027,"DI + 2,95%",3.4211,2.9449,3.215,0.267,1008.725838,418.64,,DI +,2024-11-11
MVLVA1,MOVIDA LOCACAO DE VEICULOS S.A. (*),22/12/2027,"DI + 2,9%",3.4945,3.0207,3.2365,0.112,1046.342157,437.61,,DI +,2024-11-11
MVLVA3,MOVIDA LOCACAO DE VEICULOS S.A. (*),10/08/2027,"DI + 2,5%",--,--,2.9413,0.0337,1016.27775,570.56,,DI +,2024-11-11
NATUA3,NATURA COSMÉTICOS S/A (*),15/06/2029,"DI + 1,2%",0.9727,0.65,0.8259,0.0359,1054.353919,853.3,0.35,DI +,2024-11-11
NIGP12,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),24/03/2032,"DI + 1,9%",1.2709,1.0381,1.1617,0.0298,1048.312308,1077.23,,DI +,2024-11-11
NTSD15,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*) (**),13/09/2027,"DI + 1,3%",--,--,0.8736,0.1302,1027.420252,507.13,,DI +,2024-11-11
NTSD16,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2029,"DI + 1,2%",0.875,0.6071,0.739,0.0681,1043.367383,818.39,,DI +,2024-11-11
NTSD25,NOVA TRANSPORTE DO SUDESTE S.A. - NTS  (*),13/09/2029,"DI + 1,6%",1.1,0.5173,0.8253,0.1005,1047.467622,902.13,,DI +,2024-11-11
NTSD26,NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*),15/02/2031,"DI + 1,4%",1.15,0.7023,0.8948,0.0785,1049.267422,1009.64,0.15,DI +,2024-11-11
